ISBN,Popularity_Class
1569714649,tail
0486281965,tail
0486277941,tail
0486275566,tail
0486270637,tail
0486270602,tail
0486270513,tail
048626968X,tail
0486264718,tail
0486261131,tail
0486225402,tail
0451525035,tail
0451131517,tail
0451110129,tail
0449906388,tail
0449238954,tail
0449224392,tail
0449219143,tail
0446802204,tail
0446314404,tail
0440217490,tail
0425071804,tail
039914787X,tail
0486280500,tail
048628719X,tail
0316573957,tail
0486289990,tail
0817215662,tail
081721190X,tail
0817211780,tail
0812533534,tail
0812504755,tail
0809244713,tail
0807841927,tail
0786702311,tail
0761109196,tail
0711975493,tail
0706369599,tail
0688040454,tail
0679440585,tail
0671867164,tail
0671734172,tail
0671661272,tail
0618155481,tail
0553112708,tail
051600591X,tail
0486295699,tail
0486295060,tail
0380792664,tail
0307215261,tail
1590300416,tail
0394588207,tail
0375413065,tail
0340265256,tail
0340041471,tail
0316937614,tail
0192816314,tail
0156196255,tail
0140430253,tail
0140320431,tail
0060953225,tail
0060937866,tail
0002216140,tail
0553211854,tail
0451171810,tail
0060177225,tail
0914122002,tail
0896595234,tail
0847810143,tail
0807067652,tail
0679429824,tail
0375760245,tail
1878825038,tail
0385037872,tail
039475929x,tail
0140422005,tail
0552999067,tail
0060256656,tail
0060256575,tail
1559949783,tail
1552042081,tail
0842319344,tail
0842317880,tail
0842317872,tail
0842316752,tail
0788751387,tail
0788751271,tail
0788751263,tail
0671522825,tail
0671043900,tail
0553524992,tail
0553472550,tail
0515128821,tail
0375402691,tail
0810115905,tail
080490135X,tail
0586049762,tail
055358250X,tail
0844257419,tail
0848703480,tail
0870441418,tail
0345439376,tail
0156011042,tail
0061099716,tail
0061010871,tail
0061010251,tail
0060183705,tail
0618009345,tail
0375421874,tail
0345410092,tail
0312181795,tail
0929654668,tail
0804105537,tail
0671755862,tail
0553275569,tail
0446359688,tail
0345405072,tail
1573221880,tail
0812907361,tail
0786866764,tail
0767905199,tail
0767905172,tail
0743202562,tail
0316781010,tail
0380784920,tail
0881031305,tail
0380975211,tail
1556611854,tail
0764226010,tail
0764224514,tail
0764223852,tail
0764222473,tail
0764222295,tail
0764220543,tail
0590468421,tail
0590441507,tail
0590331957,tail
0915943131,tail
0898796830,tail
0671872338,tail
0671740679,tail
0553569708,tail
0553569694,tail
0553264990,tail
0525242686,tail
0449217930,tail
0449005275,tail
044050757X,tail
0688180728,tail
068818071X,tail
068817888X,tail
0688173896,tail
0312132174,tail
0060193492,tail
0060185082,tail
0060183713,tail
0060008024,tail
0553095137,tail
0451202899,tail
0440234700,tail
039562892X,tail
0380725789,tail
0380429861,tail
0345422511,tail
158062748X,tail
1558531564,tail
1557045119,tail
1557041113,tail
0963625551,tail
0931948002,tail
0925794104,tail
0894806319,tail
0894801066,tail
0312261594,tail
0312266502,tail
0312287852,tail
043920352X,tail
0688171451,tail
068480297X,tail
0671681559,tail
0671626132,tail
0671034421,tail
0671026704,tail
0525946020,tail
0517321777,tail
0446526614,tail
0399145885,tail
0375503269,tail
0385486103,tail
038548609X,tail
0385486081,tail
0385479239,tail
0385475500,tail
0385475497,tail
0385334893,tail
0380976188,tail
038097617X,tail
1844090183,tail
1586630997,tail
1569715297,tail
0786012641,tail
078601086X,tail
0786010568,tail
0786005513,tail
0743432991,tail
0671702785,tail
0671535056,tail
0671432664,tail
0671013793,tail
0553800973,tail
0553452991,tail
0553276182,tail
0451455509,tail
0451407318,tail
0451406095,tail
0451405471,tail
0451405323,tail
0451405064,tail
0451404238,tail
0451403495,tail
0451403355,tail
0451401662,tail
0786011866,tail
0786013346,tail
0449002411,tail
0786013621,tail
0505525380,tail
0505525062,tail
0505524864,tail
0451405994,tail
0451210441,tail
0425193888,tail
0425192113,tail
0373441932,tail
0373196709,tail
0373062079,tail
0312975759,tail
0060549270,tail
1558174761,tail
0964761203,tail
0821731130,tail
0821728334,tail
0804118752,tail
0786015780,tail
0786015187,tail
0786014229,tail
0786014091,tail
0451401522,tail
0446608270,tail
1583330771,tail
0312952775,tail
0061098736,tail
0061031690,tail
0061013579,tail
0061010367,tail
0060191414,tail
0060093463,tail
1932700005,tail
1929998996,tail
1887279806,tail
1591823676,tail
159182236X,tail
1582402264,tail
1582401721,tail
1582400008,tail
1572973315,tail
1572972971,tail
1572971290,tail
1572970669,tail
1572970251,tail
1569717451,tail
1569716846,tail
0312950063,tail
0312957262,tail
0446604178,tail
0312962851,tail
0440223423,tail
0440206685,tail
038080087X,tail
0380777525,tail
0380760096,tail
038075987X,tail
0380715465,tail
0380698498,tail
0312983670,tail
0312982143,tail
0312981252,tail
0312981031,tail
0312979339,tail
0312979274,tail
0312978901,tail
0312978871,tail
0312978073,tail
0312977948,tail
0312966539,tail
0312964005,tail
0312963890,tail
0505525402,tail
0515136190,tail
0671450344,tail
0679460624,tail
0631225285,tail
0553268546,tail
0521440491,tail
0517268256,tail
0486277909,tail
0452266599,tail
0446305987,tail
0393322114,tail
0385312113,tail
0385155115,tail
037575556X,tail
0345334051,tail
0312291620,tail
0261665782,tail
019866172X,tail
0195129172,tail
019280068X,tail
0140194436,tail
0071356347,tail
0071343296,tail
0070030952,tail
0674824261,tail
0687192994,tail
0671600761,tail
0738202282,tail
1570629331,tail
1567312500,tail
1567184006,tail
1567180264,tail
1557787239,tail
1556523386,tail
1555217605,tail
0919123082,tail
0880505281,tail
0880297026,tail
0878576991,tail
0877739811,tail
0874775388,tail
0806996048,tail
0805211039,tail
0805013407,tail
0803298005,tail
0800717880,tail
0800619315,tail
0764106775,tail
0760716587,tail
0062508342,tail
0060960930,tail
0060925752,tail
0060916087,tail
0449910857,tail
0434106925,tail
0375757538,tail
0375700730,tail
0140004564,tail
0060931809,tail
0879237732,tail
0679783229,tail
0679722025,tail
0674445449,tail
0553575376,tail
0520083040,tail
0393962938,tail
0345308999,tail
0226616010,tail
0192815385,tail
0140351310,tail
0060973323,tail
0821774522,tail
0821774514,tail
0743460537,tail
0718121449,tail
0804902097,tail
0810113023,tail
3596144167,tail
0060677007,tail
000712032X,tail
0786861827,tail
0743426797,tail
0671319744,tail
0553575171,tail
0451454189,tail
0425182223,tail
0399150803,tail
3570009661,tail
0895295504,tail
3499227002,tail
3499222787,tail
3442152666,tail
3423203374,tail
3423201738,tail
3423200782,tail
3423123540,tail
1856190161,tail
0954335007,tail
0809230801,tail
0810941201,tail
0811826562,tail
014044114X,tail
0880884428,tail
0671767917,tail
0451165209,tail
0312262701,tail
2912162149,tail
2857046790,tail
2845880669,tail
2845470509,tail
2843371430,tail
2841564339,tail
2841562522,tail
2841469123,tail
2841146448,tail
2841111210,tail
2760407721,tail
2742738150,tail
274273807X,tail
2742734015,tail
2742729038,tail
2742711678,tail
2742710329,tail
1569800006,tail
039395501X,tail
2720214329,tail
0451519582,tail
188691026X,tail
0671041177,tail
0140437843,tail
0843949163,tail
0812521080,tail
0671682849,tail
0671665731,tail
055356577X,tail
0553225855,tail
0425064476,tail
0380813394,tail
0380705648,tail
0380652277,tail
1565070771,tail
0893757837,tail
0891096124,tail
0749318708,tail
0671847511,tail
0553264583,tail
0553211897,tail
0531025756,tail
2742705724,tail
2710300877,tail
8420448133,tail
2246573513,tail
2227731176,tail
2226125809,tail
2226120416,tail
2221093070,tail
2221082621,tail
2213615454,tail
2213601879,tail
2211050735,tail
2211047521,tail
2211039073,tail
221103778X,tail
2211031404,tail
2207250385,tail
2200261179,tail
2070763234,tail
2070762653,tail
207075538X,tail
2070749150,tail
207071523X,tail
2070526984,tail
2070405915,tail
2246535514,tail
2246586313,tail
2700223969,tail
2246592917,tail
2290318450,tail
2290316296,tail
2290313238,tail
2290047414,tail
2277237914,tail
2277235016,tail
2277229938,tail
2277221236,tail
2268022056,tail
2266084372,tail
2266023101,tail
2264023813,tail
2264023805,tail
2264021756,tail
2264021748,tail
2260014720,tail
2259191436,tail
2253059536,tail
2253037419,tail
2253014931,tail
2253008486,tail
1901680029,tail
8427025157,tail
0812562836,tail
0875425011,tail
0671867296,tail
0671618636,tail
0525946209,tail
0451190556,tail
0393050947,tail
0393047520,tail
0312848811,tail
0312848803,tail
031284879X,tail
031213326X,tail
0130481106,tail
0072841664,tail
0061093009,tail
0028614216,tail
0006490603,tail
1904492355,tail
1854790943,tail
0954342100,tail
0949892793,tail
0873418980,tail
0866223010,tail
0785399607,tail
0890091366,tail
0786886323,tail
0892747943,tail
0864923651,tail
0671868071,tail
0670850780,tail
0553579835,tail
0449007251,tail
0395825210,tail
0312284152,tail
0061001058,tail
1893224740,tail
1892213621,tail
1591823986,tail
1576832155,tail
1567187293,tail
1567187269,tail
1567184928,tail
1567184693,tail
156718443X,tail
1564146316,tail
1558749780,tail
1552540154,tail
0911019200,tail
0862421497,tail
0671021974,tail
847888646X,tail
0385471483,tail
0679454292,tail
067101675X,tail
0525945415,tail
0385493266,tail
0312870582,tail
0312192940,tail
0312192177,tail
0061097624,tail
0061064971,tail
1567186890,tail
0684865114,tail
0684856956,tail
0452283914,tail
0395353521,tail
0394702239,tail
0345421620,tail
0345391527,tail
0304357278,tail
0140445323,tail
8481300519,tail
8478886559,tail
0195009428,tail
0553060813,tail
0600392880,tail
0613094352,tail
0586060480,tail
0582296811,tail
0446520756,tail
0395522471,tail
0283995254,tail
9684112017,tail
9504906338,tail
849578744x,tail
847888730x,tail
8478887296,tail
8472236552,tail
8470390244,tail
8439702035,tail
8432215244,tail
8432078220,tail
8429453334,tail
8429446265,tail
8423918335,tail
8401497477,tail
8401427533,tail
8401423333,tail
2070403122,tail
2070402738,tail
2070392953,tail
2290327689,tail
2277303046,tail
2277302228,tail
2277238929,tail
2277134538,tail
2266115413,tail
2264023503,tail
2264022000,tail
2264020822,tail
2264019913,tail
2264019646,tail
2264019638,tail
2264018917,tail
2264008539,tail
2253045160,tail
2253014834,tail
2246407117,tail
2213600821,tail
2213599033,tail
2080675192,tail
2070756319,tail
2070754790,tail
2290303348,tail
2714303021,tail
207071392X,tail
2800108584,tail
0312145349,tail
0312017847,tail
015650300X,tail
0140373365,tail
0131414003,tail
0060809833,tail
0030119537,tail
0028608437,tail
0020532105,tail
2895400644,tail
2878581520,tail
2878581342,tail
2868695027,tail
2868694152,tail
2868692761,tail
286869246X,tail
2868691870,tail
2867446031,tail
2863742450,tail
2841469824,tail
2803616998,tail
2070732924,tail
2070497887,tail
2070388778,tail
0965843920,tail
0898654130,tail
0886779995,tail
0886777178,tail
0812579402,tail
0812538986,tail
0812516206,tail
0812502388,tail
0809240068,tail
0764501836,tail
0756400627,tail
0743435451,tail
0553573292,tail
0553277839,tail
0525945075,tail
0515052965,tail
0451454537,tail
0451136470,tail
0449245314,tail
0449244660,tail
0449243214,tail
0449231321,tail
0931271177,tail
1401088945,tail
2070496082,tail
1568849036,tail
2070416801,tail
2070380920,tail
2070377490,tail
2070368947,tail
2020550776,tail
2020427850,tail
2020291568,tail
2020285037,tail
202010931X,tail
0836217357,tail
0771034202,tail
0743243498,tail
0679417648,tail
0590477331,tail
0380975580,tail
0312855311,tail
0140505660,tail
0140284656,tail
0140252800,tail
0099282194,tail
158685142X,tail
0312395272,tail
0345337867,tail
0345372050,tail
0767906632,tail
0060536985,tail
1931886032,tail
1576108813,tail
1576107124,tail
074400098X,tail
0735616361,tail
0735612846,tail
0735611343,tail
0735609993,tail
0072123834,tail
1580621465,tail
1578590426,tail
1563053144,tail
1401014089,tail
1401012388,tail
096291620X,tail
0879236493,tail
0823404862,tail
0812523016,tail
0806511613,tail
0743410173,tail
0743216016,tail
0786866837,tail
0345383273,tail
0884270610,tail
2070387313,tail
2070387178,tail
2070387046,tail
2070385779,tail
2070385264,tail
2070385132,tail
2070385035,tail
2070382249,tail
2070381390,tail
207037162X,tail
2070367630,tail
2070364704,tail
2070360091,tail
2070301028,tail
2020536390,tail
2020508923,tail
2020247437,tail
2020218941,tail
0967952077,tail
0962819034,tail
0898864178,tail
0740704680,tail
0688171621,tail
0679723137,tail
0671734040,tail
0448095505,tail
0448095211,tail
0448089440,tail
0448089041,tail
0448089033,tail
0446342688,tail
0440508975,tail
0440417945,tail
0440215773,tail
0440039614,tail
0399513191,tail
0395611571,tail
0385419287,tail
0385410999,tail
0385337477,tail
0385121377,tail
0380774771,tail
0380690543,tail
0380645432,tail
0345409663,tail
0345391187,tail
0449701956,tail
0451188470,tail
0451209850,tail
0553261134,tail
0671674978,tail
0671641409,tail
067148852X,tail
067143294X,tail
0671041460,tail
0590403850,tail
0571126340,tail
0553269151,tail
0553266748,tail
0553151738,tail
0451456076,tail
0517575418,tail
0517077620,tail
0505523728,tail
0451523210,tail
0451522621,tail
0451517407,tail
0451459407,tail
0451458443,tail
0451456211,tail
0942637348,tail
0140180907,tail
0140434186,tail
157856039X,tail
1577941640,tail
1568840780,tail
1564584968,tail
156292222X,tail
0964425351,tail
0963198106,tail
0892749687,tail
0892748451,tail
0883681706,tail
0875962939,tail
0849908663,tail
0800780418,tail
0785332286,tail
0739405640,tail
0385492634,tail
0310210364,tail
0310201985,tail
0028627717,tail
1593080409,tail
1593080344,tail
1591450748,tail
1577942620,tail
1885072279,tail
0439321611,tail
0140096493,tail
3423106255,tail
3404135091,tail
3257229887,tail
3257228384,tail
325721538X,tail
3257208359,tail
3257203438,tail
3257018509,tail
3257017367,tail
3216302873,tail
1842230573,tail
1842230514,tail
0957780036,tail
0671016008,tail
0517050358,tail
0515134899,tail
0373250517,tail
0373250509,tail
0330376209,tail
0330353349,tail
0140157875,tail
0972393625,tail
0439321603,tail
0448095564,tail
0425190447,tail
0375708669,tail
0345451902,tail
0345444388,tail
0312327064,tail
0142002631,tail
0061020680,tail
0061020672,tail
0061020656,tail
0156028751,tail
0743437810,tail
0743249887,tail
0807555045,tail
0771092903,tail
0721408230,tail
0721405975,tail
0684718782,tail
0679811729,tail
0671881949,tail
0671793136,tail
0671730606,tail
0671691333,tail
0394588258,tail
0440225906,tail
0553274066,tail
0679426620,tail
0553271644,tail
0345387007,tail
1858283116,tail
1852423250,tail
1567180183,tail
0971469202,tail
0892540141,tail
0812565495,tail
0679889175,tail
0553225987,tail
0451623754,tail
0451168364,tail
006091291x,tail
0821769251,tail
0671001701,tail
0446342106,tail
0385309201,tail
0345375653,tail
0914224131,tail
0805068902,tail
0688163408,tail
3423107863,tail
3423107979,tail
3423109033,tail
3404127633,tail
3404121686,tail
3293000819,tail
3257229666,tail
3257062001,tail
3257056052,tail
3216305082,tail
068140969X,tail
3746618363,tail
359628368X,tail
3596280338,tail
3596258669,tail
3596216958,tail
3596216125,tail
3596214629,tail
3596211166,tail
3596203937,tail
3548601316,tail
3548202020,tail
3518380192,tail
3518372009,tail
3518367862,tail
340412278X,tail
3404128753,tail
3423112182,tail
3404130081,tail
3442352894,tail
3442352355,tail
3442092639,tail
343011862X,tail
3426772574,tail
3426771365,tail
3426619466,tail
3426618672,tail
3426617048,tail
3426608650,tail
342660700X,tail
3426600218,tail
3404253418,tail
3404149076,tail
3404147138,tail
340414709X,tail
3404145151,tail
3404144783,tail
3404139585,tail
3404139291,tail
340413043X,tail
3502517959,tail
3499427230,tail
3499251272,tail
3499251043,tail
344275044X,tail
3442730902,tail
3442720362,tail
3442453305,tail
344245283X,tail
344244392X,tail
3442434149,tail
3442432626,tail
3442429846,tail
3442429439,tail
3442426677,tail
3442425700,tail
3442420156,tail
3442355907,tail
3442353238,tail
3442136644,tail
3442117496,tail
3442117232,tail
3426617277,tail
3423122994,tail
3423113456,tail
3446200525,tail
3453020219,tail
3453056485,tail
3492256597,tail
3499232251,tail
3499230119,tail
3499229412,tail
349922528X,tail
3499150832,tail
3499142813,tail
3499130114,tail
3499108518,tail
3499101580,tail
3492238491,tail
3453177339,tail
3492233252,tail
3492233139,tail
3492228402,tail
3462028561,tail
3458340491,tail
3455042449,tail
345321093X,tail
3453178556,tail
3453177622,tail
0671647032,tail
0448095122,tail
0316955108,tail
0310448719,tail
0307216233,tail
0307215474,tail
0307126684,tail
0060269456,tail
2842193849,tail
2842192702,tail
2290321559,tail
2290053651,tail
2266094270,tail
2266091344,tail
2266080687,tail
2266062336,tail
2253072214,tail
2253002887,tail
2228897310,tail
2210754151,tail
2207253635,tail
2207250768,tail
2207247368,tail
2070513459,tail
2070426831,tail
0310210089,tail
0310468728,tail
2070417298,tail
0310471214,tail
0679813845,tail
0671836765,tail
0671537903,tail
0595175929,tail
0553156624,tail
0553156586,tail
0553154214,tail
051754363X,tail
0515097128,tail
0486299155,tail
0451167805,tail
0449904679,tail
0449234703,tail
0449202208,tail
0440442508,tail
0425145786,tail
0425136205,tail
0373707215,tail
0373705093,tail
0373700202,tail
0345321200,tail
2070426823,tail
2070407756,tail
0061012645,tail
0752264885,tail
0751517402,tail
0751311634,tail
0749313544,tail
074900505X,tail
0743445201,tail
074343501X,tail
074342378X,tail
0722538480,tail
0717129802,tail
0711705550,tail
0572023642,tail
0426205049,tail
0426204786,tail
0330353713,tail
0007101260,tail
000412913X,tail
185326041X,tail
0773759034,tail
0553375067,tail
0440224039,tail
0399143742,tail
0751517410,tail
0753503883,tail
2070382273,tail
0786911697,tail
2070381404,tail
2020253801,tail
2020042592,tail
0770104517,tail
0446603988,tail
0446515078,tail
0441813046,tail
0380763656,tail
0380713748,tail
1897766475,tail
1861052030,tail
1857230655,tail
1855380641,tail
1570671036,tail
1570670862,tail
1563891034,tail
0895298406,tail
0786915676,tail
0786913819,tail
0786913452,tail
078691324X,tail
0688021549,tail
0688052606,tail
0761511563,tail
067176991X,tail
0671009443,tail
0670816507,tail
0553573489,tail
0553562053,tail
0553560239,tail
0553253166,tail
0523419562,tail
0452280249,tail
0451208676,tail
0451194861,tail
0449149307,tail
0446607320,tail
0385318804,tail
0380795310,tail
0380729741,tail
0375761055,tail
0345370732,tail
0312963394,tail
0312241984,tail
0233997229,tail
1853260029,tail
0671665707,tail
0688167810,tail
0792271025,tail
0743439651,tail
1869411161,tail
0679752536,tail
0679733035,tail
0445045345,tail
0393310736,tail
0312152949,tail
0156011840,tail
0099778017,tail
0099740516,tail
0006548539,tail
0515137111,tail
0380761688,tail
037321877X,tail
0061094595,tail
1565120914,tail
1552782964,tail
0806580143,tail
0804110336,tail
0786884029,tail
0786006005,tail
0770102158,tail
0684816121,tail
0571081827,tail
0451452011,tail
0020315910,tail
0670386553,tail
0399146415,tail
0394559517,tail
1898142033,tail
1877988235,tail
1580621902,tail
1578561213,tail
1576730360,tail
1565075323,tail
1562920723,tail
155773710X,tail
0964025000,tail
0895860643,tail
0891075275,tail
0884193195,tail
088419308X,tail
088070747X,tail
0866229701,tail
0819218235,tail
0805462856,tail
0800751337,tail
0671497545,tail
0684853701,tail
0441003397,tail
3150012570,tail
3783117321,tail
3729605879,tail
3522168399,tail
3518366823,tail
349913358X,tail
3442760267,tail
341720304X,tail
3150065402,tail
3150031737,tail
1859580238,tail
0671003364,tail
0582529107,tail
0521287235,tail
080395901X,tail
0525944885,tail
0441003451,tail
0441003443,tail
0441003435,tail
0945953054,tail
0812524861,tail
0449230953,tail
0449229483,tail
0446673021,tail
0679839801,tail
067982149X,tail
0679419454,tail
0679000550,tail
0671794922,tail
0671745670,tail
0671724827,tail
0671629255,tail
0671555235,tail
0671455338,tail
0671034065,tail
0618129081,tail
0590997343,tail
0590997289,tail
0590997262,tail
0590945564,tail
0590921568,tail
0590762575,tail
0590742612,tail
0590692135,tail
0590629824,tail
0590629794,tail
0679824243,tail
0679858091,tail
0590512951,tail
0679858555,tail
0806520469,tail
0805047387,tail
080502607X,tail
0800781562,tail
080075364X,tail
0791010384,tail
0789478846,tail
0789473712,tail
0786840129,tail
0771041780,tail
0768322766,tail
0743457935,tail
0737300329,tail
0736413421,tail
0690048033,tail
0689820151,tail
0689808526,tail
0688170145,tail
0688083099,tail
0684856743,tail
0679904263,tail
0590568787,tail
0590494309,tail
0451112237,tail
0590401661,tail
0590262432,tail
059025944X,tail
0590227157,tail
0590187554,tail
0590030507,tail
0582541492,tail
0553542524,tail
0553351486,tail
0553253964,tail
0553205196,tail
0553157221,tail
0553156373,tail
0553151959,tail
0553109561,tail
0531180700,tail
0515123463,tail
045303005X,tail
0452271169,tail
0451207831,tail
0451184106,tail
0451163362,tail
0590323008,tail
0590409182,tail
0590494236,tail
0590415719,tail
059049418X,tail
0590489399,tail
0590485857,tail
0590484125,tail
0590483129,tail
0590477412,tail
0590471120,tail
0590469932,tail
0590459376,tail
0590453882,tail
0590453165,tail
0590452991,tail
059045143X,tail
0590448293,tail
059044686X,tail
0590446851,tail
0590440616,tail
059043411X,tail
0590429884,tail
0590423789,tail
0590421158,tail
0806957646,tail
0806982217,tail
0809243261,tail
0060950978,tail
0060294884,tail
0060263970,tail
0060263857,tail
0060172940,tail
0060161701,tail
0028631188,tail
0060523883,tail
1570712190,tail
0967907306,tail
0831771593,tail
0808002406,tail
0785805826,tail
0761520295,tail
0684834995,tail
0471352284,tail
0440221102,tail
0395712351,tail
0138519323,tail
0133331881,tail
0028626923,tail
0020136803,tail
0060915536,tail
0061013765,tail
0812065905,tail
006105531X,tail
0373226152,tail
0345401956,tail
0345383370,tail
0345368983,tail
0345368940,tail
0345321014,tail
0316532843,tail
0312931735,tail
0312854137,tail
0312107951,tail
0307440435,tail
0307244954,tail
0307244903,tail
0307168506,tail
0307108899,tail
014230171X,tail
0133036030,tail
0130832545,tail
0070064563,tail
0062716131,tail
006271600X,tail
0020080956,tail
1881527360,tail
1853913057,tail
1588650227,tail
0887430104,tail
0887430058,tail
0887430023,tail
0877849455,tail
087666933X,tail
0865303339,tail
0843127600,tail
084311438X,tail
0843103914,tail
0836822323,tail
0836819675,tail
0828004064,tail
0822492156,tail
0821718436,tail
0816772487,tail
0816769486,tail
0816740593,tail
0816736715,tail
0816735654,tail
0812550765,tail
0812505069,tail
0887430252,tail
0887432654,tail
0887432689,tail
1562822500,tail
158663061X,tail
1584852755,tail
1575849771,tail
1575050714,tail
1570643296,tail
1570643059,tail
1570642702,tail
1564586626,tail
1564134229,tail
1561560103,tail
0887434010,tail
0944708234,tail
0931378028,tail
0916392295,tail
0894800795,tail
0893756083,tail
0893755591,tail
0893754064,tail
089375403X,tail
0893753440,tail
0451122143,tail
0449212688,tail
0373706235,tail
0515130990,tail
0441010504,tail
0441009239,tail
044100900X,tail
0440234573,tail
0393305287,tail
0380722798,tail
0373261225,tail
0352332581,tail
0345409639,tail
0312975228,tail
0140420150,tail
0060931396,tail
0060194839,tail
0786703385,tail
0786701684,tail
0671657798,tail
0671653512,tail
0553577360,tail
0451402561,tail
0449000613,tail
0060807253,tail
0451162625,tail
0515133086,tail
0061092827,tail
0515135305,tail
0671652192,tail
0590464388,tail
0590461923,tail
0394890701,tail
0307021106,tail
0307001067,tail
1884910289,tail
1564774953,tail
0886775426,tail
0886774829,tail
0886774500,tail
0886774039,tail
0886773490,tail
0786865342,tail
0765300346,tail
067086207X,tail
0670848476,tail
0553238159,tail
0553233963,tail
0525937668,tail
0525935908,tail
0385334036,tail
0060195827,tail
044914688X,tail
0898793955,tail
0898792363,tail
0898791944,tail
0898213401,tail
0895867176,tail
0895775778,tail
0895775549,tail
0891455744,tail
087857672X,tail
0877958262,tail
0876057776,tail
0875968031,tail
0875967957,tail
0875965237,tail
0875962920,tail
0875961983,tail
0873415388,tail
087131794X,tail
0871161885,tail
0871161834,tail
0871161575,tail
0821227467,tail
0898793076,tail
0898795982,tail
3822817015,tail
093062582X,tail
1928998003,tail
1885223544,tail
1883013410,tail
1859676146,tail
1859671500,tail
1582341591,tail
1581590199,tail
157954519X,tail
1574862170,tail
1574322524,tail
1574322044,tail
1574321501,tail
1568655282,tail
1567997856,tail
1567997848,tail
1567997465,tail
1567997457,tail
1567996981,tail
1564409988,tail
1558506020,tail
0942237358,tail
0689809301,tail
0816749159,tail
0849910188,tail
0394517482,tail
038070577X,tail
0380700247,tail
0380015188,tail
0375813071,tail
0375703896,tail
0373262140,tail
0345418506,tail
0345350103,tail
0345334817,tail
0345289005,tail
0345272609,tail
0316612081,tail
0316605425,tail
0316135070,tail
0310382610,tail
0307302199,tail
0307301230,tail
0307263355,tail
0307262022,tail
0307220338,tail
0307128555,tail
0380790823,tail
0394578198,tail
0894806149,tail
0394809831,tail
0446517836,tail
0440920302,tail
0440846943,tail
0440745454,tail
0440506743,tail
0440445426,tail
0440404207,tail
0440220041,tail
0440212189,tail
044020352X,tail
0440114977,tail
0440114764,tail
0439161673,tail
0425101509,tail
0425064549,tail
0395771544,tail
0395159938,tail
0394849558,tail
0394845455,tail
0394844874,tail
0394834569,tail
0307045927,tail
0307006441,tail
0307001148,tail
0140124039,tail
0373225253,tail
0373223684,tail
0373035551,tail
0312009755,tail
0155625128,tail
0062730231,tail
0061013722,tail
0060972017,tail
1578567734,tail
1578565677,tail
1565123093,tail
1557253447,tail
0842381171,tail
084235445X,tail
0821744542,tail
0804119740,tail
0743227549,tail
0345455304,tail
0345361083,tail
0425094863,tail
0312970072,tail
0373258518,tail
0373520638,tail
0373834640,tail
0515109746,tail
0133845389,tail
0064461904,tail
0064450775,tail
0064408272,tail
0064404242,tail
0064403475,tail
0061073571,tail
0060505869,tail
0515111317,tail
0515107492,tail
0380760061,tail
0446326925,tail
0440208289,tail
0440208270,tail
0425153789,tail
042508471X,tail
0425082059,tail
0393009564,tail
0380865610,tail
038076878X,tail
0373226160,tail
037540435X,tail
0441807550,tail
0373291329,tail
0061083836,tail
1566190274,tail
0880299185,tail
0843950463,tail
0843949023,tail
0786014776,tail
0747260729,tail
0671734687,tail
0450058034,tail
0880708581,tail
0805421270,tail
0671014161,tail
0446517127,tail
0310228638,tail
006092991X,tail
1570428654,tail
1400060117,tail
0743528298,tail
0743506669,tail
0449242005,tail
0395944023,tail
0373290799,tail
0373291639,tail
0380728168,tail
0451408551,tail
0394857526,tail
0345450051,tail
0307302024,tail
030712634X,tail
0307001245,tail
0152010661,tail
0786860987,tail
0553579169,tail
0399138293,tail
0345432479,tail
0061014249,tail
0060176598,tail
3453043936,tail
3442454263,tail
3442443970,tail
3423620196,tail
3257233191,tail
0843936339,tail
0821755404,tail
0821748580,tail
0451408896,tail
0385720483,tail
0866119671,tail
1558705341,tail
0679738762,tail
0553346148,tail
0394747461,tail
031219322X,tail
1883013984,tail
1880559048,tail
185697880X,tail
1856978796,tail
1589196635,tail
1579545491,tail
1579543561,tail
1579540112,tail
157322149X,tail
1570826307,tail
1570822344,tail
1570821542,tail
156476317X,tail
1562826840,tail
1562823779,tail
1562820745,tail
156282015X,tail
1561730866,tail
0671502476,tail
0691049890,tail
0807553417,tail
0785812466,tail
0786842598,tail
0689806469,tail
0590482246,tail
0590448595,tail
0590436422,tail
0590421190,tail
0590339508,tail
0448432927,tail
0448401665,tail
0448401649,tail
0440419476,tail
0439314550,tail
0439312280,tail
0439153077,tail
0380652196,tail
0316121509,tail
0316115452,tail
0064408337,tail
1560252758,tail
0871138344,tail
080699410X,tail
0394869125,tail
0439188776,tail
0764225286,tail
0060931736,tail
0812509234,tail
0140249990,tail
1558506462,tail
0883685159,tail
0425098834,tail
0140351124,tail
0066212693,tail
2742727701,tail
0886778778,tail
0743435419,tail
0671872702,tail
0553583778,tail
0553272306,tail
0441094996,tail
0441009603,tail
0380784149,tail
0316352942,tail
1551667916,tail
1551665093,tail
0843949724,tail
0821765698,tail
0812509242,tail
0380811278,tail
0789439298,tail
0671039555,tail
0440505674,tail
0440177480,tail
0440171857,tail
0426205073,tail
0425053717,tail
0393035875,tail
0380795566,tail
0380723379,tail
0380485613,tail
0380483149,tail
0380017407,tail
0345325990,tail
0345325605,tail
0345322401,tail
0345309502,tail
0345305655,tail
0060148934,tail
0060012358,tail
0026100800,tail
0833518534,tail
0679723005,tail
0380818329,tail
0373482396,tail
1577483421,tail
1565073517,tail
0765194384,tail
0670870315,tail
0553233718,tail
